Instrument,Price,Quantity,Timestamp,Trade Reference,Instrument Type,Underlying Asset,Client Reference,Market Value
GBPNZD,1.6187,5804,1498982909,,BUY,,CR_2,9394.9348
ZARUSD,0.079,3614,1499124011,,,UA_4,CR_1,285.506
CHFJPY,105.1539,502,1498979154,,,,,52787.2578
NZDAUD,0.9903,2249,1499073362,,,,,2227.1847
AUDEUR,0.6923,9446,1499001584,,,,CR_2,6539.4658
EURNZD,1.6311,1771,1499195335,,,,,2888.6781
AUDZAR,11.2256,9109,1498993610,TR_1,SELL,,,102253.9904
AUDZAR,10.7126,7206,1499074592,TR_4,SELL,UA_8,,77194.9956
ZARCHF,0.0741,7992,1499054208,,SELL,,,592.2072
ZARJPY,8.3567,390,1499003515,,BUY,UA_10,CR_1,3259.113
ZARAUD,0.1015,3997,1499152365,TR_5,BUY,UA_1,,405.6955
ZARGBP,0.0596,2205,1499164280,TR_2,,,,131.418
GBPJPY,140.3605,2928,1498957824,TR_5,,UA_3,CR_2,410975.544
EURNZD,1.6119,6056,1498995992,,,,CR_1,9761.6664
NZDJPY,76.389,7549,1498997658,,BUY,,,576660.561
JPYZAR,0.1088,423,1499212009,TR_2,,,,46.0224
CHFZAR,13.3941,650,1499020864,TR_4,,UA_4,CR_1,8706.165
GBPUSD,1.1961,2061,1499057024,,SELL,UA_5,CR_2,2465.1621
AUDNZD,1.0444,3666,1499055695,TR_1,BUY,UA_10,,3828.7704
CHFNZD,1.2936,1687,1499199488,,,,,2182.3032
EURNZD,1.5419,7825,1498990078,TR_5,,UA_7,,12065.3675
CHFAUD,1.2946,7687,1498951742,,SELL,UA_3,,9951.5902
CHFCAD,1.1952,1982,1499064962,TR_3,,UA_3,CR_2,2368.8864
NZDUSD,0.7218,7483,1498905955,TR_5,SELL,,CR_2,5401.2294
CADJPY,88.4621,6515,1498909915,TR_4,SELL,UA_9,,576330.5815
CHFCAD,1.3509,7315,1498950683,,BUY,UA_10,CR_3,9881.8335
NZDCHF,0.7139,3189,1499186336,,SELL,,CR_3,2276.6271
CADEUR,0.6194,4335,1498918178,TR_2,,UA_7,,2685.099
EURUSD,1.2783,5512,1499125696,,,,,7045.9896
NZDZAR,9.1555,3807,1499023960,TR_5,,UA_1,CR_3,34854.9885
EURAUD,1.3905,4926,1498986370,TR_3,,UA_2,,6849.603
AUDUSD,0.8541,7475,1499087195,,SELL,UA_6,CR_3,6384.3975
JPYAUD,0.0121,4645,1498929152,,BUY,UA_6,,56.2045
USDZAR,13.3631,4504,1499201135,,BUY,UA_3,CR_1,60187.4024
NZDCHF,0.7698,1600,1499030970,TR_2,,,,1231.68
AUDCAD,1.0234,2646,1499090240,,,,CR_2,2707.9164
ZARAUD,0.0957,3576,1499096806,TR_3,,,,342.2232
EURZAR,16.8159,2181,1499082185,,,UA_4,,36675.4779
JPYNZD,0.0118,5188,1498921780,,,UA_8,,61.2184
JPYCAD,0.0109,9931,1499154493,,,,CR_1,108.2479
NZDEUR,0.6488,9475,1499122329,TR_1,SELL,,CR_2,6147.38
EURCHF,1.0678,7681,1499115882,TR_2,,,,8201.7718
USDCHF,0.9661,8270,1499164427,TR_5,,,CR_1,7989.647
JPYAUD,0.0116,2821,1498933594,,,UA_8,CR_2,32.7236
USDEUR,0.8473,6841,1499108319,,BUY,UA_10,CR_3,5796.3793
JPYZAR,0.1073,8134,1499056967,,SELL,,,872.7782
ZARJPY,8.8579,2520,1499062857,TR_5,SELL,,CR_2,22321.908
EURCAD,1.6039,3195,1498964456,TR_4,BUY,UA_9,CR_1,5124.4605
GBPEUR,1.2207,2286,1498921323,,,UA_3,,2790.5202
EURCHF,1.097,6778,1498957535,TR_1,SELL,UA_6,CR_2,7435.466
USDJPY,116.4146,9009,1499139325,,,,,1048779.1314
NZDAUD,0.963,7914,1499116314,,SELL,,,7621.182
EURJPY,125.9753,5717,1499180136,,SELL,,,720200.7901
JPYGBP,0.0075,9564,1498953145,TR_1,,,CR_1,71.73
CADEUR,0.7478,185,1499193798,TR_2,,,CR_2,138.343
GBPEUR,1.0354,5271,1499153456,TR_3,SELL,,,5457.5934
USDEUR,0.8784,3397,1499145011,TR_3,,,CR_3,2983.9248
CADEUR,0.6468,3921,1499102668,TR_3,,,,2536.1028
USDNZD,1.2945,2353,1499196158,,,UA_5,,3045.9585
EURCHF,1.1332,8040,1499093029,,,UA_10,,9110.928
EURUSD,1.2793,9153,1499170506,,,,,11709.4329
GBPZAR,17.8376,822,1499213141,,SELL,UA_1,,14662.5072
NZDJPY,80.2733,4459,1499203675,,,,CR_2,357938.6447
ZAREUR,0.0601,2004,1498981253,TR_3,,,,120.4404
GBPCHF,1.2206,7664,1499156143,,BUY,,,9354.6784
ZARJPY,7.7814,5286,1499025623,TR_4,,,CR_2,41132.4804
JPYAUD,0.012,6161,1499105338,,,UA_7,CR_2,73.932
ZARUSD,0.0771,189,1498911000,,SELL,,,14.5719
AUDUSD,0.735,7500,1499056737,,BUY,UA_7,CR_1,5512.5
CHFCAD,1.1863,5833,1499027020,,SELL,UA_1,,6919.6879
ZARNZD,0.101,2093,1499137443,,,UA_7,CR_1,211.393
GBPEUR,1.1289,8471,1499050896,TR_4,,UA_10,,9562.9119
GBPAUD,1.5702,1384,1499178959,TR_1,,UA_9,,2173.1568
CADNZD,1.13,2064,1499214513,,,UA_10,,2332.32
ZARAUD,0.0935,4137,1499125147,,,,CR_1,386.8095
EURCAD,1.3718,9703,1499149549,,BUY,UA_2,CR_1,13310.5754
CADEUR,0.6928,6903,1499184799,TR_4,,,CR_1,4782.3984
CHFAUD,1.2345,7468,1498928250,,SELL,,CR_1,9219.246
CADZAR,10.052,174,1499144628,TR_3,SELL,UA_3,CR_1,1749.048
CADZAR,9.4676,9052,1499177504,TR_5,,,CR_3,85700.7152
USDNZD,1.2987,1682,1499187949,TR_3,SELL,UA_5,CR_2,2184.4134
AUDJPY,95.1785,5165,1499004533,TR_2,,,CR_1,491596.9525
JPYUSD,0.0089,7328,1498923146,TR_4,,,,65.2192
JPYZAR,0.1183,8805,1499041811,TR_4,BUY,,,1041.6315
GBPJPY,148.6155,6472,1499206457,TR_5,,,,961839.516
NZDCAD,0.9387,7636,1499158961,TR_4,,UA_3,CR_1,7167.9132
JPYUSD,0.0084,6190,1499096722,,BUY,,CR_2,51.996
GBPCHF,1.3589,7141,1499204155,TR_4,,,,9703.9049
CADUSD,0.7932,888,1499189205,,BUY,UA_6,CR_2,704.3616
CADZAR,9.7428,4389,1499194969,TR_3,SELL,,CR_2,42761.1492
USDCHF,1.0425,6972,1499090024,,BUY,UA_6,CR_2,7268.31
AUDZAR,10.5715,2779,1499020988,,SELL,,,29378.1985
CADEUR,0.7446,290,1499014671,,BUY,UA_9,,215.934
USDZAR,12.6818,6615,1499136775,,,,,83890.107
NZDAUD,0.8501,1105,1499035453,TR_2,BUY,UA_10,CR_2,939.3605
CHFZAR,13.9415,9487,1499030548,,,UA_10,CR_1,132263.0105
NZDJPY,85.1147,6489,1498978282,TR_4,,,CR_3,552309.2883
JPYNZD,0.0116,4869,1498948498,TR_5,,,,56.4804
JPYUSD,0.0088,2931,1498960774,,SELL,,CR_2,25.7928
NZDUSD,0.8024,3561,1499096812,TR_4,,UA_10,CR_2,2857.3464
CADAUD,1.0657,3819,1498926566,TR_2,SELL,UA_10,,4069.9083
ZAREUR,0.0715,7614,1499011804,TR_2,BUY,UA_8,,544.401
USDCHF,1.0614,3787,1498934159,TR_1,,UA_6,,4019.5218
EURJPY,118.5399,379,1498958291,,,,,44926.6221
GBPJPY,131.6095,7989,1499084134,TR_5,SELL,UA_9,,1051428.2955
CHFEUR,0.8963,8791,1499197525,TR_2,BUY,,CR_2,7879.3733
CADAUD,1.0118,5931,1499068561,,SELL,UA_4,CR_1,6000.9858
NZDJPY,77.9584,6020,1498902432,,,UA_2,,469309.568
CHFZAR,12.3983,9966,1498967389,TR_3,BUY,UA_7,CR_3,123561.4578
ZARUSD,0.0793,1790,1499074797,,,UA_9,,141.947
GBPZAR,18.6995,2663,1499198382,TR_4,,,CR_2,49796.7685
EURJPY,137.9784,6502,1499010319,TR_3,BUY,UA_3,CR_2,897135.5568
USDGBP,0.8225,3773,1499129585,TR_5,,UA_7,CR_1,3103.2925
JPYCHF,0.0084,1183,1499182779,TR_2,,UA_8,,9.9372
USDCHF,0.8829,8191,1498921739,TR_1,SELL,UA_3,,7231.8339
USDCHF,0.9883,7201,1499140106,TR_3,,UA_10,,7116.7483
CHFZAR,13.0912,8091,1498937631,TR_5,,UA_3,,105920.8992
GBPZAR,17.7093,4870,1499132712,TR_2,,UA_6,CR_3,86244.291
ZARCHF,0.0732,9132,1498994938,,SELL,,,668.4624
CHFNZD,1.4111,6170,1499054585,TR_4,,,,8706.487
NZDUSD,0.7951,9803,1498993919,,SELL,UA_3,,7794.3653
GBPCAD,1.5208,1954,1499140669,,SELL,,CR_2,2971.6432
EURAUD,1.6079,2603,1499200602,TR_1,BUY,,,4185.3637
CHFJPY,114.7698,7592,1499200451,TR_1,,,,871332.3216
AUDJPY,87.9135,2556,1499106365,TR_3,BUY,UA_10,CR_1,224706.906
EURJPY,124.3857,7519,1499152990,,,,CR_1,935256.0783
CHFGBP,0.8268,8534,1499089254,,,,,7055.9112
ZARGBP,0.0627,655,1498897547,,SELL,,,41.0685
ZAREUR,0.0698,7983,1499062252,TR_1,,UA_5,CR_1,557.2134
USDCHF,0.8733,7013,1499033133,TR_5,SELL,UA_4,CR_2,6124.4529
JPYEUR,0.0083,9872,1499008937,TR_2,BUY,UA_6,,81.9376
NZDCHF,0.7272,7724,1499121576,TR_3,BUY,,CR_3,5616.8928
JPYNZD,0.0119,7992,1498983578,TR_3,,UA_1,,95.1048
GBPCHF,1.3808,4098,1499105626,,SELL,UA_2,CR_1,5658.5184
JPYNZD,0.0113,584,1499126529,TR_3,,UA_8,,6.5992
